,Lyrics
"""Better Now""",prolly think better better say cause around around know never meant let let woulda gave anything woulda gave everything know say better better say cause around around know never meant let let woulda gave anything woulda gave everything believe would end everything came second benzo even speakin friend knew uncle aunt though twenty candle blow open eye lookin forward rest life used keep picture posted bedside dresser sock like rollin rollin rollin rollin brother like jonas jonas drinkin henny tryna forget get shit outta head prolly think better better say cause around around know never meant let let woulda gave anything woulda gave everything know say better better say cause around around know never meant let let woulda gave anything woulda gave everything might also like seen dude seemed like pretty cool broken life go wonder gon take gon take another foreign bigger chain bigger chain matter life changed keep looking back better day prolly think better better say cause around around know never meant let let woulda gave anything woulda gave everything know say better better say cause around around know never meant let let woulda gave anything woulda gave everything promise swear okay love life love life prolly think better better say cause around around know never meant let let woulda gave anything woulda gave everything know say better better say cause around around know never meant let let woulda gave anything woulda gave everything 
"""Finesse""",drop top porsche porsche rollie wrist wrist diamond chain aha cardi straight stuntin tell nothin bossed changed game see big bronx boogie got girl shook shook big fat as got boy hooked hooked went dollar bill poppin rubber band bruno sang money dance like ayy flexin gram like ayy hit lil jon okay okay okay okay yeah drippin finesse gettin paid ooh look good together together together reason watch night long night long woo yeah know turn head forever forever forever tonight gon show walk witchu walk witchu watch whole room change watch whole room change baby baby baby play blame confidence blame measurement shut shit sight right might also like drippin finesse make sense drippin finesse know know drippin finesse make sense drippin finesse know know slow baby slow girl cause love way feel grind grind yeah eah connection magnetic floor nothing stop tonight walk witchu walk witchu watch whole room change watch whole room change baby baby baby play blame confidence blame measurement shut shit sight right drippin finesse make sense drippin finesse know know drippin finesse make sense drippin finesse know know woo fella grab lady lady fine tell one one life woo lady grab fella let right right one like mind yeah got goin got goin feel good ayy yeah got goin got goin yeah girl got goin yeah got goin got goin hey feel good ayy feel good yeah got goin got goin yeah drippin finesse drippin make sense drippin finesse know know drippin finesse baby make sense drippin finesse know know girl know got goin yeah got goin got goin feel good ayy yeah got goin got goin know know yeah got goin got goin girl got feel good ayy yeah got goin got goin know know 
"""Boo'd Up""",yeah yeah yeah yeah feeling deep feeling really like control anxiety feeling like touching ceiling breathe boy something ooh never get find something new get high like yeah yeah ooh never get find something new get high like listen heart boo biddy boo hear heart boo biddy stop boo biddy boo hear heart boo biddy stop might also like many way say need baby true think might die without feeling body know like got tell yeah yeah ooh never get find something new get high like yeah yeah ooh never get find something new get high like listen heart boo biddy boo hear heart boo biddy stop boo biddy boo hear heart boo biddy stop head heel love right front got look baby hah wan build love everything want got ask got boo boo boo boo told jump choose got boo boo boo boo grab waist baby pull closer yeah ooh never get find something new get high like yeah yeah ooh never get find something new yeah baby get high like listen heart boo ooh boo biddy boo hear heart boo boo biddy stop boo biddy boo hear heart boo biddy stop 
"""New Rules""",one talkin sleep night makin crazy mind mind wrote read hopin would save many time many time love make feel like nobody else nobody else love love tell tell one pick phone know callin cause drunk alone two let kick three friend know gon wake bed mornin gettin got new rule count got new rule count got tell got new rule count got tell might also like keep pushin forward keep pullin backwards nowhere turn way nowhere turn standin back finally see pattern never learn never learn love love tell tell one pick phone know callin cause drunk alone two let kick three friend know gon wake bed mornin gettin got new rule count got new rule count got tell got new rule count got tell practice make perfect still tryna learn heart got new rule count eat sleep breathe rehearse repeat cause got new got new one pick phone yeah know callin cause drunk alone alone two let ooh kick three friend know gon wake bed mornin gettin got new rule count got new rule count woah got tell got new rule count baby know count got tell let let friend friend let let friend friend gettin 
"""Sad!""",yeah someone afraid let decide ever gon let know yeah suicide ever try let sad know yeah sad know yeah someone afraid let decide ever gon let know yeah suicide ever try let sad know yeah sad know yeah gave everything took heart left lonely think broken heart contagious fix rather weep lost found torture bein love love around fuckin hate leave someone afraid let decide ever gon let know yeah suicide ever try let sad know yeah sad know yeah someone afraid let decide ever gon let know yeah suicide ever try let sad know yeah sad know yeah might also like someone afraid let decide ever gon let know yeah suicide ever try let sad know yeah sad know yeah someone afraid let decide ever gon let know yeah suicide ever try let sad know yeah sad know yeah 
"""Never Be the Same""",somethin must gone wrong brain got chemical vein feelin high feelin pain let wheel bullet lane seein red thinkin straight blurrin line intoxicate like nicotine heroin morphine suddenly fiend need need yeah need babe sucker way move babe could try run would useless blame one hit knew never babe sucker way move babe could try run would useless blame one hit knew never ever ever might also like never never never sneakin light low one touch could overdose said stop playin safe girl wan see lose control like nicotine heroin morphine suddenly fiend need need yeah need babe sucker way move babe could try run would useless blame one hit knew never babe sucker way move babe could try run would useless blame one hit knew never ever ever never never never blood vein head blame blood vein head blame sayin babe sucker way move babe could try run would useless blame blame one hit knew never never babe yeah sucker way move babe yeah could try run would useless blame one hit knew never ever ever 
"""Love Lies""",sorry hard catch vibe mmm need lover trust tell side ride easy someone catch eye waitin whole damn life whole lifetime afraid tell see focused yeah independent independent hard open admit admit got shit say listen baby tell love lie waste day spend night underneath sunrise show love lie mystery history feel good bad say want cause know come need company cravin synergy might also like afraid tell see focused yeah independent independent hard open admit admit got shit say listen baby tell love lie waste day spend night underneath sunrise show love lie tell love lie waste day spend night underneath sunrise show love lie hide feelin got deny baby gon make overnight tell hide yeah feelin got deny yeah baby gon make overnight tell tell tell love lie tell love lie waste day spend night waste day spend night underneath sunrise underneath sunrise show love lie tell love lie tell love lie show love lie waste day spend night yeah yeah underneath sunrise ooh show love lie 
"""No Tears Left to Cry""",right state mind wan like time got tear left cry pickin pickin lovin livin hey pickin pickin pickin yeah lovin livin pickin yeah pickin yeah pickin yeah lovin livin turnin turnin yeah turnin got tear body ran boy like like like matter try vibin vibin vibin comin even rainin stop stop shut mouth shut mouth know know babe know babe yeah might also like right state mind wan like time got tear left cry pickin pickin yeah lovin livin pickin want come ooh another mentality got tear left cry cry pickin pickin yeah lovin livin pickin pickin yeah pickin yeah lovin livin turnin turnin yeah turnin point color see boy like like like way fly partake hate vibin vibin vibin comin even rainin stop stop shut mouth shut mouth know know babe know babe yeah right state mind wan like time got tear left cry pickin pickin yeah lovin livin pickin want come ooh another mentality got tear left cry cry pickin pickin yeah lovin livin pickin comin even rainin stop hmm shut mouth got tear left cry yeah yeah want come another mentality got tear left cry cry pickin yeah pickin yeah lovin livin pickin pickin pickin hmm pickin hmm lovin livin turnin hmm yeah turnin 
"""Thunder""",young gun quick fuse uptight wan let loose dreaming bigger thing wan leave life behind yes sir follower fit box fit mold seat foyer take number lightning thunder thunder thunder thunder thun thunder thunder thunder thunder thunder thun thunder thunder thunder thunder feel thunder thunder thunder thun lightning thunder thunder thunder thunder thunder feel thunder thunder thunder thun thun lightning thunder thunder thunder thunder thunder thun thun kid laughing class scheming mass think dreaming bout big star say basic say easy always riding backseat smiling stage clapping nosebleed might also like thunder thunder thunder thun thunder thunder thunder thunder thunder thun thunder thunder thunder thunder feel thunder thunder thunder thun lightning thunder thunder thunder thunder thunder feel thunder thunder thunder thun thun lightning thunder thunder thunder thunder thunder thun thun thunder feel thunder lightning thunder thunder thunder feel thunder thunder thunder thun lightning thunder thunder thunder thunder thunder thunder feel thunder thunder thunder thun thun lightning thunder thunder thunder thunder feel thunder thunder thunder thun never give never give lightning thunder thunder thunder thunder thunder never give dream thunder feel thunder thunder thunder thun thun never give never give lightning thunder thunder thunder never give dream thunder thunder thun thunder thunder thunder thunder thunder thun thunder thunder thunder woah ohh thunder thunder thun thunder thunder thunder woah ohh thunder thunder thun thunder thunder thunder 
"""Look Alive""",tay keith fuck nigga yeah yeah ooh yeah ooh god blocboy god blocboy ooh word god blocboy god blocboy ooh blocboy god yeah hey shelby drive look alive look alive live nigga came side side word word word well fuck dawg gon see hard ride huh fuck get rack outside split guy outside side nigga actin like tied gone since like july nigga actin like died expectin shit capo slide hah cause told put shit behind lied hah ayy ayy look around man fucked downtown man fourth floor bound man get caught man pushed edge really mothafuckin fault man blame man fuckin industry cutthroat man could let check tag rockin name brand chasin bag got game plan woo might also like three high five look alive look alive live nigga came side side word word word well fuck dawg gon see hard ride huh fuck get rack outside split guy outside side nigga actin like tied gone since like july nigga actin like died expectin shit capo slide hah cause told put shit behind hah bitch come get money word drizzy get loot loot pull draco huh play drake shoot mama weapon instrument blow like flute rrah nigga play feelin feelin pull broad day shiverin shiverin drop nigga like litterin huh door like delivery yeah yeah yeah plug middle man middle man nigga brown like cinnamon cinnamon got round like sugar ray robinson shot chest gaspin oxygen shot spray like febreze huh like febreze came long way sittin nosebleed nosebleed nigga floor talkin athlete athlete close game could steal stat sheet stat sheet bloc shelby drive look alive look alive live nigga came side side word word word well fuck dawg gon see hard ride huh fuck get rack outside split guy outside side nigga actin like tied gone since like july nigga actin like died expectin shit capo slide hah cause told put shit behind lied hah behind lied mama 
"""Delicate""",best reputation never worse must like make promise babe make drink dive bar east side phone light nightstand black come meet back dark jean nike look damn never seen color blue think fun thing could cause like best reputation never worse must like yeah want make promise babe make drink cool said chill head cause know delicate delicate cool said soon yet cause know delicate might also like delicate third floor west side handsome mansion view girl back home touch like long night hand hair echo footstep stair stay honey wan share cause like best reputation never worse must like yeah want make promise babe make drink cool said chill head cause know delicate delicate cool said soon yet cause know delicate delicate sometimes wonder sleep ever dreaming sometimes look eye pretend mine damn time cause like cool said chill head cause know delicate delicate yeah want cool said soon yet cause know delicate delicate cause like cool said chill head cause know delicate delicate yeah want cool said soon yet cause know delicate delicate 
"""Yes Indeed""",yeah wheezy outta dash digi schedule busy head hoodie shorty goodie cousin crazy cousin like boogie life amazin ten feel like rookie tell look cause snowin tootsie booked three year man even book lil baby shit goin crazy wheezy produced weezy made held got mercedes young money record army navy ran ten thousand threw like brady foreign yellow like tracee trusted nigga never betrayed met nigga sweeter sadie started took gave favor never repaid worked favor cause nobody saved brand new whip got key tailor clothes starch please soon nut gon leave got bank like yes indeed might also like cartier glass even peek yellow ferrari like pikachu got waitin watchin gon tryna peep tryna steal move hundred new pair tennis shoe price could make youngins come finish lawyer chargin jewish like voodoo real dope boy hundred thousand evisu presidential tint slide see gettin money worried bout gettin money like drake bout drop man shit gon crazy know truth comin straight basement straight street man come pavement million hundred make crazy wham wham wham bitch baby brand new whip got key tailor clothes starch please soon nut gon leave got bank like yes indeed dawg goin way livin like supposed hate brand new whip got key tailor clothes starch please soon nut gon leave got bank like yes indeed dawg goin way livin like supposed hate wheezy outta 
"""Friends""",ooh ooh wooh ooh ooh wooh say love say crazy nothing friend lover like brother known since like ten yeah mess talking shit gon push away say love make crazy look look eye really going away without fight reasoned done polite told one two three four five six thousand time made obvious made clear want spell made obvious ooh ooh wooh made clear want spell ooh ooh wooh might also like got shame looking insane turning door two morning rain pouring mess talking shit gon push away got shame looking insane look look eye really going away without fight reasoned done polite told one two three four five six thousand time made obvious made made clear made clear want spell made obvious ooh ooh woah made clear want spell spell spell friend get shit inside head yeah friend look look eye really going nowhere without fight fight nah nah reasoned done polite told one two three four five six thousand time made obvious made obvious made clear yeah made clear want spell said made obvious made obvious made clear made clear want spell mmm ooh ooh ooh 
"""Bad at Love""",got boy back home michigan taste like jack kissin told never really liked friend gone callin bitch guy life garden state told make til graduate told music would worth wait want kitchen dinner plate believe believe believe believe meant jealousy jealousy jealousy jealousy get best look mean frustrate always make mistake yeah always make mistake cause bad love ooh ooh blame tryin know lyin sayin one ooh ooh could finally fix lookin history bad love might also like got girl california eye thought could really one time never got chance make mine fell love little thin white line london girl attitude never told one look cute got way better thing always think ridin believe believe believe believe deep jealousy jealousy jealousy jealousy get best look mean frustrate always make mistake yeah always make mistake cause bad love ooh ooh blame tryin know lyin sayin one ooh ooh could finally fix lookin history bad love ooh ooh know know know know ooh ooh bad love ooh ooh bad love ooh ooh yeah know afraid gon walk away time feelin fade time feelin fade know afraid gon walk away time feelin fade know bad love ooh ooh blame tryin know lyin sayin one ooh ooh could finally fix lookin history bad love ooh ooh know know know know ooh ooh bad love ooh ooh 
"""Taste""",hah slide pimp game pinky ring lotta gang lotta bitch icy chain claim rich false claim straight whip baggage claim whole lotta style even pronounce name got style see instagram rockin like fresh pan takin pic middleman walk talk like bos lift hand three million cash call rain man money like shower rain dance black like gangland say wrong word hangman watch stick bitch like spray tan kind car city love name nigga got say taste taste get taste taste taste get taste taste taste fuck nigga say like mary kate taste taste get taste taste taste let get taste taste taste love taste yeah cool like might also like lotta girl like nigga wan fight nigga get as checked like fuckin nike icy unlikely gon suck like fuckin chain neck whole team feel like gucci ice cream bitch want fenty maybelline black way bitch scream make bitch scream pretty little thing like nigga say yadadadamean taste taste get taste taste taste get taste taste taste fuck nigga say like mary kate taste taste get taste taste taste let get taste yes yes love taste yeah cool offset yeah put drip plate yeah drip drip diamond ice glacier nigga imitate ice ice ayy ayy feed grape maybach drake grape slow pace wraith got shit bae skrrt diamond par par cookie hittin hard hard rari sit park park addy mar mar shotgun shell gon always hit target blah popcorn big shell poppin cartridge pop nawfside charles barkley nawf ferrari skrrt make get top ride like harley ride wan keep company never wan depart depart yeah fishtail parking lot skrrt skrrt kick nigga cause talk yeah yeah got fire make spark fire yeah keep back pocket like wallet like way suck suck like jolly woah stack put whole project rack got patek water moccasin patek rich real life get profit copy hey taste taste get taste taste taste let get taste taste taste love taste yeah cool like taste taste get taste taste taste miami get taste taste taste oakland get taste taste taste new york love taste taste taste chi town get taste taste taste houston get taste taste taste ayy portland get taste taste taste overseas let bitch taste taste taste get taste taste taste get taste taste taste love taste taste taste worldwide gon get taste 
"""Let You Down""",feel like edge right wish could say proud sorry let let voice head get loud wish could shut sorry let let yeah guess disappointment doin everything wan make disappointed annoying wan make feel like everything ever never tryna make issue guess thought everything never even wrong first place right yeah ignore walking towards head lookin ground embarrassed paranoia wrong time parent loyal shoulda back put knife hand full else carry cared might also like feel like edge right wish could say proud sorry let let voice head get loud wish could shut sorry let let yeah wan make work wan make worse want listen ever hear word wan know hurt yeah let guess want apology probably keep going rate like guess leave please come wan alone right really wan think ahead drink know gon call tomorrow like nothing wrong always feel like every time talk awful mood else offer nothing left right gave feel like edge right wish could say proud sorry let let voice head get loud wish could shut sorry let let yeah talk gon work packed clothes moved even wan house every time sit couch feel like lecture eventually bet coulda made work prolly woulda figured thing guess letdown cool checked wan friend okay let put fake face pretend sit around talk good time even happen mean laughing must missed joke let see find reaction least happy feel like edge right wish could say proud sorry let let voice head get loud wish could shut sorry let let yeah sorry sorry yeah sorry let 
"""No Limit""",hit one time pipe hit two time like fuck three time wife safe black white girl safe safe safe safe tell man pipe nigga pipe hunnit band safe face say ayy ayy ayy ayy ayy money dance turn shit nightclub ayy ayy ayy ayy ayy yeah fuck get money yeah ayy fuck get money ayy yeah fuck get money ayy yeah fuck get money limit fucking soldier ayy always lit yeah never sober three day row bitch coming told bitch kick rock act like boulder ayy rari shopping let cop always poppin hella poppin bopper homie hoppin stopping album droppin got city fire bitch lying like tired might fuck around call kamaiyah stirring pot jambalaya young gerald ayy might also like hit one time pipe hit two time like fuck three time wife safe black white girl safe safe safe safe tell man pipe nigga pipe hunnit band safe face say ayy ayy ayy ayy ayy money dance turn shit nightclub ayy ayy ayy ayy yeah fuck get money yeah fuck get money yeah fuck get money yeah fuck get money need tongue need face give brain concentrate apple phone prada case kill weave rock lace fuck buy ace fuck ghost drive wraith get money flood rollie fuck rollie patek face career takin hoe jogging place swear hoe run mouth hoe shape stop sub bitch jared really want smoke pull get grab hand full braid make nigga eat put white boy saz might turn eazy keep club til end start know cardi pussy poppin chart hit one time pipe hit two time like fuck three time wife safe black white girl safe safe safe safe tell man pipe nigga pipe hunnit band safe face say ayy ayy ayy ayy ayy money dance turn shit nightclub ayy ayy ayy ayy ayy yeah fuck get money yeah ayy fuck get money ayy yeah fuck get money ayy yeah fuck get money yeah nice fam study viceland nothing new life fam pull million girl mic stand pull one show cause like fan later got two night plan man year one night stand keep costco pack rubber night stand damn daniel back hah saint laurent ayy send product yeah retarded ayy free ayy bitch bought bitch dick ayy bitch get hit one time pipe hit two time like like fuck three time wife wife safe black white girl safe safe safe safe tell man pipe nigga pipe hunnit band safe face say ayy ayy ayy ayy ayy money dance turn shit nightclub ayy ayy ayy ayy ayy yeah fuck get money yeah ayy fuck get money ayy yeah fuck get money ayy yeah fuck get money 
"""Fefe""",da ist yway nig von new york sucht nach der nigin hast die richtige lass diese lass diese schlampen wissen nigga queen brooklyn prr murda beat nice muschi ist na na und tropft tropft ist eine spritzpistole fick sie sie ist ein fefe ihr name keke sie meinen schwanz al sei gratis gratis ich wei noch nicht einmal wieso habe ich da getan ich wei noch nicht einmal wieso habe ich sie gefickt ich wei nur das ich sie nicht meiner frau machen kann bin nett ihr damit sie sich nicht wehrt drehe und fick von hinten hinten hinten beuge sie runter und lass klatschen klatschen klatschen ich nicht wirklich freunde ich nicht wirklich freunde nein draco hat den cksto wenn ich schie werden sie leichtathleten sie schie nicht zur ein schuss nahdistanz roter punkt kopf platzt ich hab getan da ist mein leben rufe einen uber mit meinen sch tzen mit einem ruger wir erledigen dich typen sagen sie ten leute doch ich wirklich might also like ich nicht wirklich freunde ich nicht wirklich freunde nein wie tekashi nenn ihn papi shoutout halte mich mit diamanten best ckt ich komme au new york also bin ich frech sagt mag meine bande kaufte mir chlo wie kardashi meine muschi versace sagte ich bin sch wie tinashe halt halte alles sein gesicht wurde ich angeklagt soeben ist jemand meinem pussy game erlitten doch ich hinterlasse nie eine spur gesicht sch arsch langt tage ich bekomme chip ich frage nach lay ich lehne mich nur zur wenn fertig ist und frage wie hat geschmeckt wie hat geschmeckt ich nicht wirklich keine freunde ich nicht wirklich keine freunde nein draco hat den cksto wenn zur cksto bekommst deine sachen nicht mehr wieder genau genommen bin ich diese bitch diese ich hasse smalltalk plaudereinen mmern mich nicht klimaanlage hat aufgeh funktionieren also rufen sie mich sagten mir ich solle mein handgelenk zur ckbringen komme hin mode tragend bringe jede bitch dazu sagen ist da ich nicht wirklich keine freunde ich nicht wirklich keine freunde nein ene mene miste die hure rappelt der kiste wenn sie nicht mich und nicki fickt kicke ich die schlampe zur durch die yway ich nicht wirklich keine freunde meine alte hat sich gerade einen benz gekauft nicki sprang hinein jetzt werde ich diese schlampe nie wieder sehen ene mene miste nein die hure rappelt der kiste nein wenn sie nicht mich und nicki fickt nein kick ich die schlampe zur durch die nein yway mhm young money young money schen farbige haare ist mir egal ich nicht wirklich keine freunde ich nicht wirklich keine freunde nein ich nicht wirklich keine freunde ich nicht wirklich keine freunde nein scum gang 
"""Tequila""",still shut party hang anybody drink whiskey red wine champagne night little scotch rock fine fine taste tequila baby still see cuttin floor sorority shirt one wore sky high colorado lip pressed bottle swearing bible baby never leave remember bad need taste tequila taste tequila kiss somebody brand new even think show bar hear song car baby memory hit hard taste tequila baby still see cuttin floor sorority shirt one wore sky high colorado lip pressed bottle swearing bible baby never leave remember bad need need taste tequila taste tequila might also like even drunk even drunk thinkin need love need love yeah sink taste tequila baby still see sorority shirt one wore sky high colorado lip pressed bottle swearing bible baby never leave remember bad need need taste tequila taste tequila taste tequila taste tequila ooh 
"""MotorSport""",yeah woo yeah skrrt murda motorsport yeah put thing sport skrrt skrrt shawty bad bad pop like cork pop dork never sport dork yeah pull woo woo jumpin court jump cotton candy drink cup taste like fair cotton straight take stair faced fear fear gave mama tear mama shiftin gear shift nawf get serious serious face fear get hit many donut backstreets sit high nosebleed yeah feel like fly yeah xans perky check yeah bill belichick take air ball ooh flex take air mall walk sack take air broad hey back xans perky check yeah bill belichick take air ball yeah flex take air mall hey walk sack take air broad woo woo woo might also like offset coupe came imported hey season white come snorted white green lamborghini tortoise lambo human immortal patek full water patek hundred spend os rack pinky margarine butter margarine ear got mcdonald nugget ayy soon land lear whew piguets wet tear guets hit gear suicide door britney spear boujee bitch get near boujee criss angel make dope disappear voil hit gas got flame rear skrrt race bag get mill hey ride dick like bmx nigga wan love tour cause cum see le get set turn offset told day man sell porn yeah cardi back bitch wan hear actin different yeah lip talkin bout lip as kissin hoe say pussy stink catfishin stank hoe sendin shot reachin like back itchin whoo would hop beef could hop porsche heard gon reliable source tell seen let wrap weave trap selena dame gasolina skrrt motorsport yeah put thing sport skrrt skrrt shawty bad bad pop like cork pop dork never sport dork yeah pull woo woo jumpin court jump watch man watch mouth bitch pressed administer mouth mouth see stats know champ iron mike bout attention need face front want smoke laced blunt rap jackie chan pullin fake stunt crown fit bum as lace front bitch catchin fade shout nigga lil boosie friend dead get hit uzi call ricky say love like lucy get straw nigga know pussy juicy givenchy custom made get saks though work office copyin fact though tryna violent nicki slap get lined paper like loose leaf strap blow couple bad bitch rip party quavo nick lombardi pull space coupe done linked marty actually afford get pink bugatti ayo nick hit gotti nigga send hit like gotti wrap like thing head saudi bitch son sit potty rrrrrr brand new chanels chanels scuffed runnin make commitment none bitch cause money treatin well nicki show titty right hand bible swear tell swear get play kitty wonder many platinum gon sell album pop perc catch feel pop one feel wheel woah chest bad give chill ice left hand richard mille ice watch price ice know huh motorsport motorville abort mission kill pew pew brrr motorsport yeah put thing sport skrrt skrrt shawty bad bad pop like cork pop dork never sport dork yeah pull woo woo jumpin court jump cotton candy drink cup taste like fair cotton straight take stair faced fear fear gave mama tear mama shiftin gear shift nawf get serious serious girl yeah yeah wish grandma could see grandma take away pain easy pain fire bleezy fire nigga cappin season 
"""I Like Me Better""",young love new york city know still know good long drunk love new york city midnight morning coffee burnin hour talking damn like better like better knew first time stay long time cause like better like better know got feelin wakin bed next swear room yeah got ceiling lay let day pas might get much talking might tell somethin damn like better like better knew first time stay long time cause like better like better might also like stay awhile stay awhile stay stay awhile stay awhile stay awhile stay awhile stay lay ooh like better yes yes babe like better oooh knew first time stay long time cause like better like better like like look made made better like better 
"""Youngblood""",remember word told love till day die surrender everything cause made believe mine yeah used call baby callin name take one know one yeah beat damn game push push pullin away pullin away give give give take give take youngblood say want say want outta life dead man walkin tonight need yeah need time yeah ooh youngblood say want say want back life dead man crawlin tonight cause need yeah need time yeah ooh might also like lately conversation end like last goodbye one get drunk call hundred time callin baby nobody could take place lookin stranger hope god see face ooh youngblood say want say want outta life dead man walkin tonight need yeah need time yeah ooh youngblood say want say want back life dead man crawlin tonight cause need yeah need time yeah ooh push push pullin away pullin away give give give take give take runnin around runnin away runnin away youngblood say want say want outta life dead man walkin tonight need yeah need time yeah ooh youngblood say want say want back life dead man crawlin tonight cause need yeah need time yeah ooh push push pullin away pullin away give give give take give take youngblood say want say want outta life dead man walkin tonight 
"""Whatever It Takes""",falling fast prepare tripping world could dangerous everybody circling vulturous negative nepotist everybody waiting fall man everybody praying end time everybody hoping could one born run born whip whip run like racehorse pull like ripcord break build wan slip slip word upon lip lip letter rip rip break build whatever take cause love adrenaline vein whatever take cause love feel break chain whatever take yeah take top ready whatever take cause love adrenaline vein take might also like always fear typical looking body feeling miserable always hanging visual wan invisible looking year like martyrdom everybody need part never enough prodigal son born run born whip whip run like racehorse pull like ripcord break build wan slip slip word upon lip lip letter rip rip break build whatever take cause love adrenaline vein whatever take cause love feel break chain whatever take yeah take top ready whatever take cause love adrenaline vein take hypocritical egotistical wan parenthetical hypothetical working hard something proud box epoxy world vision lost apostrophe symbol remind see product system catastrophe yet masterpiece yet half diseased deceased least grave die happily leave body soul part thee take whatever take cause love adrenaline vein whatever take cause love feel break chain whatever take yeah take top ready whatever take cause love adrenaline vein take 
"""Ric Flair Drip""",bijan time metro boomin want nigga hey going jeweler bust yeah bust slide water like jet ski yeah woo slide tryna fuck bestie yeah hey chopper scope test drrt yeah drrt ric flair drip woo bitch woo split coupe wrist ice multi million dollar fool hit ayy hop lamb drop roof show tit skrrt poppin really gon shoot pop pointer diamond look like hula hoop hopping bentayga seat masseuse hey balenciaga check posture valentino boot oho ooh boominati way lotta lamb lotta wraith boominati never hesitate give nigga yellow tape grrt worried bout bag cause cash accumulatin bag soon came game nigga imitate hey put mind put grind grind put iron nigga opponent iron car put mile runnin round homie thou might also like going jeweler bust yeah bust slide water like jet ski yeah woo slide tryna fuck bestie yeah hey chopper scope test drrt yeah drrt ric flair drip woo bitch woo split coupe wrist ice multi million dollar fool hit ayy hop lamb drop roof show tit offset told fam got gang gang bought first patek got rain patek nigga used kick hatin hop bentley coupe blow brain skrrt nigga nigga north division north nawf aim brain yea bought like auction hey beat chopper hundred round total like car collision brrt brrt made shit mandatory mean get hey shooter begging please ready wack nigga please please gave nigga diamond cap nigga woo giving away like raffle nigga get gone pray pastor scripture hey going jeweler bust yeah bust slide water like jet ski yeah woo slide tryna fuck bestie yeah hey chopper scope test drrt yeah drrt ric flair drip woo bitch woo split coupe wrist ice multi million dollar fool hit ayy hop lamb drop roof show tit skrrt going jeweler bust yeah bust slide water like jet ski yeah woo slide tryna fuck bestie yeah hey chopper scope test drrt yeah drrt ric flair drip woo bitch woo split coupe wrist ice multi million dollar fool hit ayy hop lamb drop roof show tit skrrt 
"""I Fall Apart""",ooh fall apart ooh yeah mmm yeah told enough yeah left broken heart yeah fooled twice fault yeah cut deep left scarred yeah many thought goin brain yeah takin shot like novocaine yeah ooh fall apart core ooh fall apart core ooh know surprised caught guard damn jewelry bought shorty thought never caught feelin hard harder liquor pour tell want let everybody told feelin like sold soul devil form whore devil form whore said said said shit together might also like ooh fall apart core ooh fall apart core ooh know surprised caught guard damn jewelry bought shorty thought ice keep pourin drink keep flowin try brush keep goin covered scar help showin whippin foreign tear keep rollin ice keep droppin drink keep flowin try brush keep goin scar help showin whippin foreign tear keep blowin yeah ooh fall apart core ooh fall apart core ooh know surprised caught guard damn jewelry bought shorty thought 
"""Pray for Me""",ooh ooh ooh ooh always ready war war road road always ready take life life know ride ride ooh ooh ooh tell gon save life know tell gon save hell without alone gon pray gon pray take pain take pain save soul save soul cause alone see cause alone see gon die gon die gon kill gon kill spill blood hey fight world fight fight fight god tell many burden left fight pain hurricane today wept tryna fight back tear flood doorstep life livin hell puddle blood street shooter top building government aid relief earthquake body dropped ground break poor run smoke lung scarface need hero hero need hero look mirror hero front line ground zero hero heart skip beat even hard time bump needle mass destruction mass corruption soul sufferin men clutchin deaf ear rapture comin prophecy got sacrificed greater good got might also like gon pray gon pray take pain take pain save soul save soul cause alone see cause alone see gon die gon die gon kill gon kill spill blood hey hey hey hey hey hey hey hey hey gon pray gon pray take pain take pain save soul save soul cause alone see cause alone see gon die gon die gon kill gon kill spill blood hey case faith live law live law live case faith live law live law live 
"""Back to You""",took like shot thought could chase cold evenin let couple year water feelin feelin every time talk every single word build moment got convince want even though even though could break heart two heals beat know forward true wan hold supposed lyin close someone else stuck head get could know back know back know back never got right playin replayin old conversation overthinkin every word hate cause cause cause point hidin everybody know got unfinished business regret say could could might also like could break heart two heals beat know forward true wan hold supposed lyin close someone else stuck head get could know back know back know back back back know said sure back know back break heart two heals beat know forward true lie back know thought runnin loose thing make could fight use know back wan hold supposed supposed lyin close someone else stuck head get could know back back back back know back back back back ooh ooh ooh ooh know back back back back back back back 
