,Lyrics
"""Hair""",hairy guy hairy noon nighty night night hair fright hairy high low ask cause know lack bread like grateful dead darling gim head hair long beautiful hair shining gleaming streaming flaxen waxen give shoulder length longer hair baby mama everywhere daddy daddy hair hair hair hair grow show long grow hair might also likei let fly breeze get caught tree give home flea hair home flea hive buzzin bee nest bird word beauty splendor wonder hair hair hair hair grow show long grow hair want long straight curly fuzzy snaggy shaggy ratsy matsy oily greasy fleecy shining gleaming streaming flaxen waxen knotted polka dotted twisted beaded braided powdered flowered confettied bangled tangled spangled spaghettied say see eye hair short stop never cut cause stop give head hair long beautiful hair shining gleaming streaming flaxen waxen gim hair shoulder length longer hair baby mama everywhere daddy daddy hair hair hair hair grow show long grow hair hair hair hair grow show long grow hair hair hair hair hair hair hair hair hair hair 
"""Too Busy Thinking About My Baby""",aaah yeah listen people got time think money buy got time sit wonder make birdie fly time think make flower grow never given second thought river flow busy thinking baby got time nothing else said got time discus weather long going last got time study get class telling fellow said got one track mind come thinking anything baby time might also like busy thinking baby got time nothing else diamond pearl world could never match worth kind wonderful people tell got heaven right earth fellow one one track mind come thinking anything baby time busy thinking baby got time nothing else yeah never hard find always mind 
"""Love Theme from Romeo and Juliet""",life scream caiola orchestra magnificent seven alias contraband amant love hazy shade love america horse name andrew gold lonely boy andy gibb shadow dancing andy williams love theme godfather dvo rochester philharmonic orchestra jos iturbi symphony minor arthur laurents leonard bernstein stephen sondheim jerome robbins west side story average white band pick piece wild planet party mix bachman turner overdrive bachman turner overdrive band band barbara carroll barbara carroll barbra streisand christmas album barry ryan let barry white let music play beach boy concert help rhonda pet sound wild honey beatles meet beatles hard day night rubber soul revolver yesterday today sgt pepper lonely heart club band hello goodbye beatles beatles abbey road abbey road hey jude know name look number bell james livin friday night bill cosby air billy joel greatest hit volume volume billy squier emotion motion thomas hooked feeling black ice black ice blondie heart glass bob conrad ballin jack bobby darin must beautiful baby sorrow tomorrow bob dylan bringing back home blonde blonde bob dylan greatest hit blood track bobbi humphrey satin doll bob james three bob seger bob seger silver bullet band night move stranger town brainstorm journey light brenda tabulation super star everybody fool brian eno another green world brooklyn dream street man brother johnson right time stomp blast bruce springsteen born run nebraska born buffalo springfield worth cameo post mortem good time carole king tapestry tapestry carpenter close ticket ride car car ca mama ca elliott bubble gum lemonade something mama cat stevens number sar franck symphony minor part elven symphony minor part twelve symphony minor vol cher take home chris rush first rush clash combat rock classic trace mary mary row boat claude debussy afternoon faun cloud festival cory daye pow wow green light creedence clearwater revival creedence clearwater revival bayou country green river green river cosmo factory cricket chirping cricket crown height affair french way cyndi lauper time time david bowie low tonight deborah washington way want diana ross diana silk electric dire strait dire strait disneyland child sing along chorus small world dolly parton mclean american pie donna summer bad girl donovan superman sunshine door door door strange day hello love hello love woman woman duran duran duran duran rio arena recorded around world save prayer dynasty want freak help eagle eagle hotel california new kid town earth wind fire let groove eddie fisher mood love egon petri concerto flat minor piano orchestra coco elkie brook night white satin elvis costello attraction year model eric clapton slowhand backless another ticket esquire esquire ferrante teicher exodus twilight theme apartment flatt scruggs theme bonnie clyde cabin caroline fleetwood mac rumour gypsy foreigner foundation build buttercup frank ocean blonde french link spring hotel orchestra monon centennial music funkadelic funkadelic one nation groove one nation groove disco night rock freak boogie oogie oogie gap band dropped bomb george gershwin american paris giorgio moroder music battlestar galactica original composition giorgio moroder giuliano orchestra touch italy glenn gould bach goldberg variation gloria gaynor survive grand funk railroad live album survival grateful dead american beauty american beauty gun rose appetite destruction harold melvin blue note featuring theodore pendergrass true heart magazine henry mancini love theme romeo juliet windmill mind herman hermit kind hush world holme garden state parkway boogie human league want special extended dance mix love action believe love impact rainy day stormy night carry back incredible string band liquid acrobat regard air beautiful day today james swittel hymn sacred heart jesus janet jackson janet jackson janis ian society child baby thinking janis joplin pearl jefferson airplane worst jefferson airplane jeffrey osborne jeffrey osborne jethro tull stand jimmy buffett margaritaville jimi hendrix experience axis bold love jimmy boyd saw mommy kissing santa claus thumbelina joachim ngoi missa luba joe walsh seriously folk john cale paris john kennedy memorial album john lennon john lennon plastic ono band imagine john sebastian four joni mitchell blue court spark hissing summer lawn juan maclean dance joy division closer karen young hot shot kenny logins danger zone kink day night kiss alive ace frehley kool gang celebration kraftwerk trans europe express pamplemousse spank led zeppelin led zeppelin whole lotta love physical graffiti long sound drifter gettin higher new orleans seem forget look look lou rawls hear lou heard lou reed rock roll animal street hassle ludwig van beethoven symphony flat eroica love love lynyrd skynyrd sweet home alabama pop muzik madonna madonna angel papa preach mama papa california dreamin mario lanza mario lanza sings hit song student prince love never love toast new orleans arrivederci rom younger springtime mark dinning teen angel bye baby men work business usual michael jackson wall mitch ryder detroit wheel many fish sea three little fishies one grain sand mobb deep survival fittest monkees monkees moody blue tuesday afternoon forever afternoon day future passed neil young neil young crazy horse everybody know nowhere gold rush gold rush harvest tonight night rust never sleep nena red balloon new order confusion nina simone concert high priestess soul nirvana nevermind norma jean saturday patti smith horse pink floyd meddle dark side moon animal pointer sister shy police regatta blanc zenyatta mondatta every breath take synchronicity prince prince revolution dirty mind purple rain sign time around world day girlfriend pyotr tchaikovsky nutcracker suite swan lake ballet suite sleeping beauty ballet suite randy newman sail away reckoning rhythm heritage sky limit richard harris mac arthur park rick springfield working class dog rickie lee jones rickie lee jones ringo starr ringo roberta flack killing softly kindness roches another world rod stewart blonde fun roger daltrey daltrey one boy roger mcguinn thunderbyrd rolling stone head got live want flower satanic majesty request past darkly let bleed get yer rolling stone concert sticky finger exile main goat head soup black blue greatest hit love live girl emotional rescue still life american concert undercover dirty work romantic heat router let pony royal guardsman snoopy red baron sammy hagar drive santana inner secret sex pistol never mind bollock sex pistol shotgun good bad funky simon garfunkel wednesday morning mr robinson bridge troubled water bridge troubled water slave touch love sly family stone riot goin smith hatful hollow sonic youth evol stan kenton ballad style stan kenton steely dan aja steppenwolf born wild steve miller band fly like eagle stevie wonder song key life called say love sting nothing like sun stone rose stone rose sugarhill gang rapper delight supertramp breakfast america sylvester someone like talk talk life talking head fear music remain light speaking tongue tear fear everybody want rule world teegarden van winkle anyhow teegarden van winkle teenage jesus jerk teenage jesus jerk three dog night one tom jones live talk town tommy james shondells crimson clover topaz topaz tyrone davis way various kiss present shep pettibone master mix selection bloomer girl take ball game umpire casey bat wor solid gold disco hustle flashdance original soundtrack motion picture thank god friday original motion picture soundtrack velvet underground velvet underground loaded live max kansa city venture hawaii five victor young around world day wang chung dance hall day whisper beat go tommy odds sod woody herman woodchoppers woody herman woodchoppers ray spex germfree adolescent xtc english settlement yes tormato test pressing cassette michael jackson wall pat benatar get nervous talking head talking head speaking tonguescds beatles beatles mono bob dylan highway revisited creedence clearwater revival chronicle greatest hit door best door best door green day dookie nimrod alanis morissette jagged little pill nirvana utero pixy trompe monde lou reed rock roll animal pink floyd atom heart mother rolling stone sticky finger hot rock goat head soup rewind steel wheel sade diamond life promise smashing pumpkin siamese dream various emi music resource standard volume wfuv new name new music velvet underground velvet underground nico velvet underground 
"""Get Together""",love song sing fear way die make mountain ring make angel cry though bird wing may know come people smile brother everybody get together try love one another right may come may surely pas one left return last moment sunlight fading grass come people smile brother everybody get together try love one another right might also likecome people smile brother everybody get together try love one another right come people smile brother everybody get together try love one another right hear song sing understand listen hold key love fear trembling hand one key unlocks command come people smile brother everybody get together try love one another right come people smile brother everybody get together try love one another right said come people smile brother everybody get together try love one another right right right 
"""Grazing in the Grass""",sure mellow grazin grass grazin grass gas baby dig trip watchin world go past grazin grass gas baby dig many good thing see grazin grass grazin grass gas baby dig flower color takin everything outta sight grass grazin grass gas baby dig sun beaming leaf grazin grass gas baby dig bir irds dartin tree grazin grass gas baby dig everything clear see everything real feel real rock sock rock sock real rock sock real rock sock real rock sock real rock sock real rock sock dig whooo whooo dig dig dig dig dig dig let dig dig baby dig dig dig dig dig dig let dig dig baby might also like sun beaming leaf grazin grass gas baby dig bir irds dartin tree grazin grass gas baby dig everything clear see everything real feel real rock sock rock sock real rock sock real rock sock real rock sock real rock sock real rock sock dig whooo whooo yeah dig dig dig dig dig dig let dig dig baby dig dig dig dig dig dig let dig dig baby dig dig grazin grass gas baby dig dig dig dig dig grazin grass gas baby dig let dig 
"""Suspicious Minds""",caught trap walk love much baby see doin believe word say together suspicious mind suspicious mind build dream suspicious mind old friend know stop say hello would still see suspicion eye asking see tear real cryin yes cryin together suspicious mind suspicious mind build dream suspicious mind let love survive dry tear eye let let good thing die honey know never lied mmm yeah yeah might also like caught trap walk love much baby see doin believe word say well know caught trap walk love much baby well know caught trap walk love much baby well know caught trap walk love much baby well know caught trap walk love much baby well know caught trap walk love much baby well know caught trap walk love much baby 
"""Proud Mary""",left good job city workin man every night day never lost one minute sleepin worryin bout way thing might big wheel keep turnin proud mary keep burnin rollin rollin rollin river cleaned lot plate memphis pumped lot pane new orleans never saw good side city til hitched ride river boat queen big wheel keep turnin proud mary keep burnin rollin rollin rollin river rollin rollin rollin river might also like come river bet gon find people live worry cause money people river happy give big wheel keep turnin proud mary keep burnin rollin rollin rollin river rollin rollin rollin river rollin rollin rollin river rollin rollin rollin river rollin rollin rollin river 
"""What Does It Take (To Win Your Love)""",take take win love win love make make dream come true come true whoa got know know ooo baby cause love gon blow tried tried tried tried every way could way could make see much love see much love woo thought understood thought understood got make see make see take win love gon blow take win love take win love take win love take win love might also 
"""It's Your Thing""",thing wan tell sock thing wan tell sock want love maybe believe woman big deal need love bad make difference give thing thing thing wan tell sock thing thing wan tell sock alright mercy thing wan tell sock hit man thing thing wan tell sock might also like trying run life know wan right give love girl whoever choose lose stuff use thing thing wan tell sock thing thing wan let tell sock let hear say thing thing want tell sock hoo thing thing want 
"""Sweet Caroline""",began begin know know growing strong spring spring became summer believed come along hand touchin hand reachin touchin touchin sweet caroline good time never seemed good inclined believe never would look night seem lonely fill two hurt hurtin run shoulder hurt holdin might also like warm touchin warm reachin touchin touchin sweet caroline good time never seemed good inclined believe never would sweet caroline good time never seemed good sweet caroline believe never could sweet caroline good time never seemed good 
"""Jean""",leaf gone green cloud low touch come meadow jean jean jean young alive come half dreamed dream run top hill open arm bonnie jean till sheep valley come home way till star fall around find alone sun come singin still waitin jean jean rose red leaf gone green hill ablaze moon yellow haze come arm bonnie jean jean jean jean young alive come half dreamed dream run top hill come arm bonnie jean jean fade might also 
"""Bad Moon Rising""",see bad moon arising see trouble way see earthquake lightnin see bad time today around tonight well bound take life bad moon rise hear hurricane blowing know end coming soon fear river overflowing hear voice rage ruin around tonight well bound take life bad moon rise right hope got thing together hope quite prepared die look like nasty weather one eye taken eye might also like well around tonight well bound take life bad moon rise around tonight well bound take life bad moon rise 
"""Get Back""",describe rival single word unimpressive evaluate shortcoming done assessin beatles rooftop public blessin feed elvis presley needin billy preston get back bling lean wit rock wit local scene hot wit leave stupefied leave lifeless stupor ride city cause drive uber stackin stupid amount salary gettin fat refusal countin calorie waistline ramen embrace time still iconic chili pepper bassline two little devil try whisper ear might depend one hear one tellin play nice guy sayin save energy ever smile ultimatum fish takin bait fileted chicken cluckin ate make thesis claim pick pronoun say insane keep low feel speaker shake keep deep tectonics pas plate state eatin may wait snap benefit barely gettin half way social service gettin harder navigate repudiate civic duty abdicate make take food stamp drop doody urine cup right gate bet still say let take lab wait trouble government need elaborate beat croz formerly odar makin inroad like reformin odot came long way minnesota found oregonian better flow nah prime product line brought high scholar defy logic try stop grind harder still school master knew took name math term half assin skatin half pipin dopest rapper oregon time act like take single bit good granted never bitter got get abandoned need chronicling bump bruise smeared college fuckin loser grade worst post gay seein friend failing let hate cause nobody like got like hell pas mic might also 
"""In the Year 2525""",year man still alive woman survive may find year gon need tell truth tell lie everything think say pill took today year gon need teeth need eye find thing chew nobody gon look year arm hanging limp side leg got nothing machine year gon need husband need wife pick son pick daughter bottom long glass tube whoa might also like year god coming ought make maybe look around say guess time judgement day year god gon shake mighty head either say pleased man tear start whoa year kinda wonderin man gon alive taken everything old earth give put back nothing whoa ten thousand year man cried billion tear never knew man reign eternal night twinkling starlight far away maybe yesterday year man still alive woman survive may find year gon need tell truth tell lie 
"""Spinning Wheel""",go must come spinnin wheel got round talkin bout trouble cryin sin ride painted pony let spinnin wheel spin got money got home spinnin wheel alone talkin bout trouble never learn ride painted pony let spinnin wheel turn find directing sign straight narrow highway would mind reflecting sign let shine within mind show color real someone waiting spinnin wheel spinnin true drop trouble riverside catch painted pony spinning wheel ride might also like someone waiting spinnin wheel spinnin true drop trouble riverside ride painted pony let spinning wheel fly 
"""Baby, I Love You""",good feel hold easy explain though really trying think may start cry heart wait another day touch got say baby love baby love baby love come baby live without love everything help feel way glad found want arm around love hear call name tell baby feel baby love baby love baby love come baby come baby might also likeoh heart wait another day touch got say baby love baby love baby love come baby baby love baby love baby love 
"""Going in Circles""",ever spinning top whirling around till drop mind whirlpool give little hope one small thing cling got going circle round round got going circle round round spun faceless clock timeless hope never stop lord feel way soul soul stay mind whirlpool give little hope one small thing cling got going circle round round got going circle round round spun need baby need baby spun need baby need baby baby baby spun need baby said spun need baby spun need baby need baby need baby might also like 
"""Hurt So Bad""",know going standing looking well let tell hurt bad make feel sad make hurt bad see like needle pin people say making love stand way let tell hurt bad make feel bad gon hurt bad walk away stay let make stay anything want loved please love let back please please hurt bad hurt bad hurt bad begging please please please song fade away might also 
"""Green River""",well take back cool water flow let remember thing love lord stoppin log catfish bite walkin along river road night barefoot girl dancin moonlight hear bullfrog callin wonder rope still hangin tree love kick foot way shallow water shoo fly dragon fly get back mother pick flat rock skip across green river well cody camp spent day lord flat car rider cross tie walker old cody junior took said gon find world smolderin get lost come home green river well come homeyou might also like 
"""My Cherie Amour""",cherie amour lovely summer day cherie amour distant milky way cherie amour pretty little one adore girl heart beat wish mine cafe sometimes crowded street near never noticed cherie amour tell could ignore behind little smile wore wish mine maybe someday see face among crowd maybe someday share little distant cloud cherie amour pretty little one adore girl heart beat wish mine might also like 
"""Easy to Be Hard""",people heartless people cruel easy hard easy cold people feeling ignore friend easy proud easy say especially people care stranger care evil social injustice care bleeding crowd needing friend need friend people heartless know hung easy proud easy say especially people care stranger care evil social injustice care bleeding crowd needing friend need friend might also like people heartless people cruel easy proud easy say easy cold easy say come easy give easy say easy cold easy say much easy say 
"""In the Ghetto""",snow fly cold gray chicago mornin poor little baby child born ghetto ghetto mama cry cause one thing need another hungry mouth feed ghetto ghetto people understand child need helping hand grow angry young man day take look blind see simply turn head look way well world turn hungry little boy runny nose play street cold wind blow ghetto ghetto hunger burn start roam street night learns steal learns fight ghetto ghetto might also like one night desperation young man break away buy gun steal car try run get far mama cry crowd gather round angry young man facedown street gun hand ghetto ghetto young man dy ghetto cold gray chicago mornin another little baby child born ghetto ghetto mama cry ghetto ghetto ghetto 
"""A Boy Named Sue""",want mind carl like stay help song play guitar love one greatest guitar player well songwriter singer business appreciate little help guitar right well daddy left home three leave much old guitar empty bottle booze blame cause run hid meanest thing ever left went named sue well must thought quite joke got lot laugh lot folk seems fight whole life gal would giggle get red guy laugh bust head tell life easy boy named sue well grew quick grew mean fist got hard wit got keen roamed town town hide shame made vow moon star search honky tonks bar kill man gave awful name might also like well gatlinburg mid july hit town throat dry thought stop brew old saloon street mud table dealing stud sat dirty mangy dog named sue well knew snake sweet dad worn picture mother knew scar cheek evil eye big bent gray old looked blood ran cold said name sue going die yeah told well hit hard right eye went surprise come knife cut piece ear busted chair right across teeth crashed wall street kicking gouging mud blood beer tell fought tougher men really remember kicked like mule bit like crocodile heard laugh heard cuss went gun pulled mine first stood lookin saw smile said son world rough man gon make got tough knew help along give name said goodbye knew get tough die name helped make strong yeah said fought one hell fight know hate got right kill blame ought thank die gravel gut spit eye son bitch named sue got choked threw gun called called son came away different point view think every time try every time win ever son think gon name bill george anything sue still hate name 
"""Baby, Baby Don't Cry""",nothing blue heart pain nothing sad tear vain ooh ooh ooh ooh let walk want really deserve loss gain blue cause stone blind mind yeah yeah baby straighten come fly right catastrophe yeah said baby baby cry baby baby love standin love standin trusted gave love love proved unworthy bad trusted bad disgusted time got readjusted realised tear filled eye never stop man way think gone stay better drop yeah might also like oowee baby baby cry baby baby love standin say love right standin got dry eye long enough see got love thought love hope girl love strength someone standin right beside would length give love true deep help realize last found love keep loser weep ooh baby baby baby cry cry baby baby baby cry let tell baby baby know love standin say love right standin tear shed vain said baby baby cry come dry eye baby baby baby cry realise baby baby baby cry love 
"""Only the Strong Survive""",remember first love affair somehow another whole darn thing went wrong mama great advice thought put word song still hear sayin boy see sittin alone cryin eye cause woman love gone gon gon whole lot trouble life listen get knee cause strong survive said strong survive strong survive hey got strong better hold around head hung well let little girl let know made feel like clown whole lot girl lookin good man like never meet give say life said might also like strong survive strong survive got man got take stand telling right strong survive strong survive hey got strong better hold worry know thing gon change got man got take stand ever feel make 
"""Time of the Season""",time season love run high time give easy let try pleasured hand take sun promised land show every one time season loving name name daddy daddy rich rich like taken taken time time show show need live tell slowly tell really want know time season loving might also like name name daddy daddy rich rich like taken taken time time show show need live tell slowly tell really want know time season loving 
"""Wedding Bell Blues""",look see passion eye may eye may ever gon see wedding day wedding day side bill losing never scheme lie bill fooling kiss love carry till marry bill love always voice hear choir carousel carousel ever gon hear wedding bell wedding bell one came running lonely lived one day loving kiss love carry till marry bill love always though devotion rule heart take bow bill never gon take wedding vow wedding vow come bill come bill come bill come bill come marry bill got wedding bell blue please marry bill got wedding bell blue wedding bell blue wedding bell blue might also likeyeah yeah marry bill got wedding bell 
"""Little Woman""",got come world leave world behind come got come cloud girl leave world behind feel sunshine even standing rain something happens explain hear name help always chasing rainbow mind much wan say little time hey little woman please make mind got come world leave world behind got come cloud girl leave world behind see walking busy street picture hanging mind walking world girl time come world leave world behind might also likehey little woman please make mind got come world leave world behind right got come cloud girl leave world 
"""Love (Can Make You Happy)""",smell flower blooming fill air mind filled thought certain someone love life filled joy love make happy fine someone care give lifetime love share think found someone love forevermore worth price pay pay hold important forever phrase mean love found going stay love make happy fine someone care give lifetime love share love love love make happy love make happy love make happy loveyou might also 
"""Good Morning Starshine""",good morning starshine earth say hello twinkle twinkle good morning starshine lead along love sing early morning singing song gliddy glup gloopy nibby nabby noopy sabba sibby sabba nooby abba nabba tooby ooby walla nooby abba nabba early morning singing song good morning starshine lead along love sing early morning singing song gliddy glup gloopy nibby nabby noopy sabba sibby sabba nooby abba nabba tooby ooby walla nooby abba nabba early morning singing song might also like singing song humming song singing song loving song laughing song sing song sing song song sing song song song sing sing sing sing song 
"""These Eyes""",eye cry every night arm long hold hurtin yeah never free baby gave promise yeah broke broke eye watched bring world end heart could accept pretend might also like hurtin yeah never free took vow yeah spoke spoke babe eye cryin eye seen lot love never gon see another one like eye cryin eye seen lot love never gon see another one like eye cryin eye seen lot love never gon see another one like eye cry every night arm arm long hold hold eye cryin eye seen lot love never gon see another one like eye cryin eye seen lot love never gon see another one like eye cryin eye seen lot love never gon see another one like eye cryin eye seen lot love never gon see another one like baby baby baby baby know eye cryin every night need back heart 
"""You've Made Me So Very Happy""",lost love got mad closed door said try chose one havin much fun treated kind lose mind made happy glad came life others untrue came lovin spend whole life cause came took control touch soul always show lovin might also like made happy glad came life thank baby yeah yeah love much see even dream hear baby hear calling love ever want thank baby thank baby made happy glad came life made happy made happy baby glad came life mmm wan thank girl every day life wan thank made happy wan spend life thankin thank baby thank baby thank baby thank 
"""Put a Little Love in Your Heart""",think fellow man lend helping hand put little love heart see getting late please hesitate put little love heart world better place world better place wait see another day go still child cry put little love heart want world know let hatred grow put little love heart world world better place world world better place wait wait see wait see might also like take good look around looking put little love heart hope decide kindness guide put little love heart world world better place world world better place wait wait see people put little love heart every day put little love heart way put little love heart put little love heart mon put little love heart got put little love heart 
"""Do Your Thing""",mercy little mercy please everybody get floor thing everybody get floor thing whatever get floor thing whatever get floor thing whatever mine sure mine mine see baby mine ooh lord hey ooh lord ooh might also likedo thing thing thing everybody thing alright outta sight alright outta sight okay say okay say jungle baby jungle 
